#日期,收盘,成交量(手),成交金额(万),涨跌幅,成交量(手),成交金额(万),换手率,日期,收盘
20171229,3307.17,141586832,17035676,-4.34,123544,89654.49,6,20171229,72.03
20171228,3296.38,175371680,20801986,9.43,160154,116409.47,7.77,20171228,75.3
20171227,3275.78,162674896,19826466,3.13,88445,61530.2,4.29,20171227,68.81
20171226,3306.12,142434496,17467926,0.45,38345,25378.26,1.86,20171226,66.72
20171225,3280.46,146893632,17729360,0.18,40275,26794.85,1.95,20171225,66.42
20171222,3297.06,124047328,15209944,1.22,41613,27455.2,2.02,20171222,66.3
20171221,3300.06,142127920,17374010,2.54,45145,29303.28,2.19,20171221,65.5
20171220,3287.61,137745120,16796186,-1.40,34023,21769.62,1.65,20171220,63.88
20171219,3296.54,115140136,15078659,1.36,28140,18194.65,1.37,20171219,64.79
20171218,3267.92,120700384,14973823,-3.73,57590,37133.73,2.79,20171218,63.92
20171215,3266.14,130940624,16187792,-2.77,63606,42884.06,3.09,20171215,66.4
20171214,3292.44,120544232,15134609,2.17,77991,52945.18,3.78,20171214,68.29
20171213,3303.04,111998648,14529531,1.10,40745,27141.76,1.98,20171213,66.84
20171212,3280.81,124604824,16097862,-1.09,58426,38965.57,2.84,20171212,66.11
20171211,3322.2,131965984,17298644,3.53,106375,71546.94,5.16,20171211,66.84
20171208,3289.99,133209312,16576165,2.57,66746,43077.71,3.24,20171208,64.56
20171207,3272.05,132105904,16176459,-2.43,44580,28356.73,2.16,20171207,62.94
20171206,3293.96,151604448,17917438,2.49,67563,43027.5,3.28,20171206,64.51
20171205,3303.68,208278848,24348960,-2.72,78292,49857.81,3.8,20171205,62.94
20171204,3309.62,148053296,18502536,-4.52,86286,56377.8,4.19,20171204,64.7
20171201,3317.62,139198304,17749026,1.39,74645,50725.16,3.62,20171201,67.76
20171130,3317.19,156595856,19207680,-2.86,68866,46378.19,3.34,20171130,66.83
20171129,3337.86,183805936,21776944,-4.06,99300,68562.51,4.82,20171129,68.8
20171128,3333.66,138247808,16706293,5.39,107160,74510.46,5.2,20171128,71.71
20171127,3322.23,166439168,20580340,-2.10,98664,68735.8,4.79,20171127,68.04
20171124,3353.82,159569664,20762388,-3.16,95671,68531.55,4.64,20171124,69.5
20171123,3351.92,215265408,27046902,-5.69,110656,81831.91,5.37,20171123,71.77
20171122,3430.46,213567104,27367474,2.51,153092,115668.3,7.43,20171122,76.1
20171121,3410.5,196871808,26530386,1.34,155606,115400.34,7.55,20171121,74.24
20171120,3392.4,176524672,22830814,10.00,160647,113839.4,7.8,20171120,73.26
20171117,3382.91,249458160,31375036,-4.43,94391,64812.85,4.58,20171117,66.6
20171116,3399.25,156684336,22086246,-0.17,92185,63967.27,4.47,20171116,69.69
20171115,3402.52,168792080,23973420,1.82,100760,70512.91,4.89,20171115,69.81
20171114,3429.55,196472672,26743542,-3.03,85114,59203.21,4.13,20171114,68.56
20171113,3447.84,205389040,26673812,5.19,110909,76720.53,5.38,20171113,70.7
20171110,3432.67,189276512,25577212,0.46,96057,64857.45,4.66,20171110,67.21
20171109,3427.79,158650432,20543366,4.45,89684,58391.25,4.35,20171109,66.9
20171108,3415.46,185436464,24202560,-1.64,74664,48651.02,3.62,20171108,64.05
20171107,3413.57,190571744,24259596,0.29,76781,50107.89,3.73,20171107,65.12
20171106,3388.17,154636480,20431124,1.47,71137,45747.75,3.45,20171106,64.93
20171103,3371.74,172714784,20743794,2.96,73026,46435.29,3.54,20171103,63.99
20171102,3383.31,166864272,21001498,-0.53,40831,25493.55,1.98,20171102,62.15
20171101,3395.91,180566112,23197838,-1.08,65977,41778.93,3.2,20171101,62.48
20171031,3393.34,153498208,19992958,0.81,50149,31526.08,2.43,20171031,63.16
20171030,3390.34,208349280,25777664,2.20,69060,42912.37,3.35,20171030,62.65
20171027,3416.81,170257168,21237720,-1.37,33171,20415.3,1.61,20171027,61.3
20171026,3407.57,183768624,23859612,1.95,42604,26179.36,2.07,20171026,61.63
20171025,3396.9,123131216,16006070,0.88,24611,14838.3,1.19,20171025,60.45
20171024,3388.25,139897504,17855288,-1.32,30692,18334.87,1.49,20171024,59.92
20171023,3380.7,130846288,16436945,0.23,25475,15405.67,1.24,20171023,60.72
20171020,3378.65,127172856,15506509,0.90,32962,19730.89,1.6,20171020,60.58
20171019,3370.17,158476496,18792128,-1.57,34065,20593.04,1.65,20171019,60.04
20171018,3381.79,157228784,19429878,-1.26,36079,22308.66,1.75,20171018,61
20171017,3372.04,125381728,16291083,-0.03,35912,22053.32,1.74,20171017,61.78
20171016,3378.47,174330608,22165068,-1.18,55352,34808.72,2.69,20171016,61.8
20171013,3390.52,139954752,18111846,-0.93,32454,20283.56,1.57,20171013,62.54
20171012,3386.1,161809376,20166788,0.69,49988,31473.37,2.43,20171012,63.13
20171011,3388.28,181476704,23115450,-1.69,66680,42262.88,3.24,20171011,62.7
20171010,3382.99,179423840,23114862,0.62,60677,38640.11,2.94,20171010,63.78
20171009,3374.38,191736048,22744060,3.07,101196,64911.91,4.91,20171009,63.39
20170929,3348.94,144862448,17589282,3.47,94223,57504.48,4.57,20170929,61.5
20170928,3339.64,149444304,18195562,0.41,64853,38733.43,3.15,20170928,59.44
20170927,3345.27,143086944,16898134,3.26,46013,26845.58,2.23,20170927,59.2
20170926,3343.58,132628592,15903964,-1.41,30285,17324.01,1.47,20170926,57.33
20170925,3341.55,169621296,20240170,-1.79,49577,29374.63,2.41,20170925,58.15
20170922,3352.53,179234000,20658346,0.70,42892,25391.4,2.08,20170922,59.21
20170920,3366,192196672,22583908,5.41,99323,58962.25,4.82,20170920,60
20170919,3356.84,191129680,22072874,-1.11,27955,16030.26,1.36,20170919,56.92
20170918,3362.86,190319680,22793864,0.70,28158,16216.1,1.37,20170918,57.56
20170915,3353.62,219765824,25291068,-2.49,40589,23318.54,1.97,20170915,57.16
20170914,3371.43,221306496,25674442,0.46,28100,16524.76,1.36,20170914,58.62
20170913,3384.15,194550720,23073342,-1.40,22305,13036.81,1.08,20170913,58.35
20170912,3379.49,272910304,32502494,1.08,38648,22678,1.88,20170912,59.18
20170911,3376.42,219011008,25688882,0.26,18627,10866.43,0.9,20170911,58.55
20170908,3365.24,198405184,23516022,0.14,31171,18189.14,1.51,20170908,58.4
20170907,3365.5,221118688,26403702,-2.67,55010,32498.34,2.67,20170907,58.32
20170906,3385.39,229090768,26203466,0.82,47118,28053.23,2.29,20170906,59.92
20170905,3384.32,216552944,24559660,-0.95,60295,36290.47,2.93,20170905,59.43
20170904,3379.58,267427840,29634842,3.32,82257,49090.26,3.99,20170904,60
20170901,3367.12,282497568,31372208,-0.15,33125,19152.64,1.61,20170901,58.07
20170831,3360.81,234419776,26913310,0.80,27725,16076.2,1.35,20170831,58.16
20170830,3363.63,246863312,27964080,0.24,28551,16508.42,1.39,20170830,57.7
20170829,3365.23,219504544,26891610,-0.95,27167,15663.68,1.32,20170829,57.56
20170828,3362.65,257461440,30531988,2.52,45079,26061.84,2.19,20170828,58.11
20170825,3331.52,205839488,22714102,-0.12,28563,16186.74,1.39,20170825,56.68
20170824,3271.51,163468928,18624506,0.46,19289,10905.5,0.94,20170824,56.75
20170823,3287.7,179832224,20433042,-0.74,31437,17853.88,1.53,20170823,56.49
20170822,3290.23,186537984,22292748,-2.15,49187,28257.91,2.39,20170822,56.91
20170821,3286.91,186122480,20971860,1.54,49404,28942.85,2.4,20170821,58.16
20170818,3268.72,191122480,21843774,-1.24,45948,26411.91,2.23,20170818,57.28
20170817,3268.43,203622544,22837694,3.39,92703,53764.7,4.5,20170817,58
20170816,3246.45,176852048,20083254,2.20,47650,26438.13,2.31,20170816,56.1
20170815,3251.26,182297984,20459586,0.27,26306,14427.18,1.28,20170815,54.89
20170814,3237.36,190346800,20909608,2.80,28936,15698.47,1.4,20170814,54.74
20170811,3208.54,262962992,26699826,-3.27,33444,18050.99,1.62,20170811,53.25
20170810,3261.75,240684624,25185404,2.32,41659,22799.47,2.02,20170810,55.05
20170809,3275.57,235597904,23781512,0.35,12416,6676.01,0.6,20170809,53.8
20170808,3281.87,252043536,25577018,-0.81,23782,12768.69,1.15,20170808,53.61
20170807,3279.46,231173392,23187438,0.15,18613,10084.5,0.9,20170807,54.05
20170804,3262.08,275906336,28563476,0.06,19244,10457.56,0.93,20170804,53.97
20170803,3272.93,233277008,24354954,-0.57,18933,10249.74,0.92,20170803,53.94
20170802,3285.06,266730624,27935234,-1.36,27178,14870.84,1.32,20170802,54.25
20170801,3292.64,237194592,25641994,-0.09,23711,13012.58,1.15,20170801,55
20170731,3273.03,246039456,25352592,1.94,32826,18013.21,1.59,20170731,55.05
20170728,3253.24,182226880,19842860,-1.64,23669,12827.6,1.15,20170728,54
20170727,3249.78,228485936,24257208,3.58,39436,21400.2,1.91,20170727,54.9
20170726,3247.67,213542016,22846052,-1.16,25601,13628.05,1.24,20170726,53
20170725,3243.69,205573872,21340550,-1.25,27594,14903.56,1.34,20170725,53.62
20170724,3250.6,233056400,25063120,-1.04,33985,18403.99,1.65,20170724,54.3
20170721,3237.98,206003248,22195692,1.74,44643,24433.89,2.17,20170721,54.87
20170720,3244.86,232108400,24582542,-3.37,63720,35047.93,3.09,20170720,53.93
20170719,3230.98,272420736,26977102,1.90,28759,15879.58,1.4,20170719,55.81
20170718,3187.57,190623072,19645236,0.94,22646,12425.79,1.1,20170718,54.77
20170717,3176.46,266205264,27465324,-6.46,57610,31966.62,2.8,20170717,54.26
20170714,3222.42,160126768,17431214,-0.63,26817,15600.81,1.3,20170714,58.01
20170713,3218.16,195303616,21082090,2.28,47033,27096.85,2.28,20170713,58.38
20170712,3197.54,186900896,20179962,-0.90,36223,20589.16,1.76,20170712,57.08
20170711,3203.04,187837248,20549338,-0.83,29913,17348.21,1.45,20170711,57.6
20170710,3212.63,198928016,22282832,-1.46,53675,31096.52,2.6,20170710,58.08
20170707,3217.96,176715408,20193832,0.07,30802,18112.86,1.49,20170707,58.94
20170706,3212.44,175809296,20220962,-0.66,48455,28873.21,2.35,20170706,59
20170705,3207.13,148296480,17355400,0.07,49206,28944.48,2.39,20170705,59.39
20170704,3182.8,141114960,16145456,-2.05,62112,37082.73,3.01,20170704,59.35
20170703,3195.91,140305712,15657578,-0.87,45446,27618.05,2.21,20170703,60.59
20170630,3192.43,121464544,14319560,0.21,49779,30303.26,2.42,20170630,61.12
20170629,3188.06,128755464,14724979,4.26,84950,51870.07,4.12,20170629,60.99
20170628,3173.2,146516720,16208110,-1.05,37800,22278.92,1.83,20170628,58.5
20170627,3191.2,148201200,16752379,-0.79,38147,22617.82,1.85,20170627,59.12
20170626,3185.44,173579200,20041930,5.64,73382,43055.46,3.56,20170626,59.59
20170623,3157.87,154843648,17556852,1.53,35835,20044.69,1.74,20170623,56.41
20170622,3147.45,191344000,22043844,1.80,56419,31656.39,2.74,20170622,55.56
20170621,3156.21,136688272,16704822,0.57,19399,10556.89,0.94,20170621,54.58
20170620,3140.01,141191808,16249802,-0.06,13674,7435.95,0.66,20170620,54.27
20170619,3144.37,134891760,15174179,-0.31,21255,11563.77,1.03,20170619,54.3
20170616,3123.17,129652760,14921548,1.72,25562,13832.45,1.24,20170616,54.47
20170615,3132.49,146954240,17112452,1.48,23753,12711.07,1.15,20170615,53.55
20170614,3130.67,138347040,16064124,0.11,11265,5951.22,0.55,20170614,52.77
20170613,3153.74,128318280,14845787,0.59,14617,7709.06,0.71,20170613,52.71
20170612,3139.88,146729424,17022328,-1.84,16600,8736.66,0.81,20170612,52.4
20170609,3158.4,160136336,18158488,0.04,15062,8012.3,0.73,20170609,53.38
20170608,3150.33,152277664,17889430,-0.24,16859,8989.53,0.82,20170608,53.36
20170607,3140.32,173229008,19428794,2.43,29075,15468.64,1.41,20170607,53.49
20170606,3102.13,113439960,12780462,-1.02,15927,8340.24,0.77,20170606,52.22
20170605,3091.66,132570296,14342980,0.02,16286,8602.47,0.79,20170605,52.76
20170602,3105.54,142504928,15445434,1.83,19268,9984.98,0.93,20170602,52.75
20170601,3102.62,163015728,18078262,-1.01,18398,9616.24,0.89,20170601,51.8
20170531,3117.18,152950432,17791332,-0.23,17691,9289.07,0.86,20170531,52.33
20170526,3110.06,155923488,17132738,1.06,15042,7863.7,0.73,20170526,52.45
20170525,3107.83,191391840,20191012,0.72,14133,7295.61,0.69,20170525,51.9
20170524,3064.08,139813360,15266921,2.16,17521,8929.51,0.85,20170524,51.53
20170523,3061.95,178310592,19507366,-3.07,16953,8739.26,0.82,20170523,50.44
20170522,3075.68,153683728,17034098,-1.83,14009,7325.6,0.68,20170522,52.04
20170519,3090.63,129635224,15016423,1.53,15556,8184.33,0.75,20170519,53.01
20170518,3090.14,148620032,16814952,-1.73,22997,12138.88,1.12,20170518,52.21
20170517,3104.44,168674160,19456058,2.33,30887,16399.08,1.5,20170517,53.13
20170516,3112.96,173775568,19329210,1.23,16803,8683.7,0.82,20170516,51.92
20170515,3090.23,135660736,15826960,2.60,14236,7313.99,0.69,20170515,51.29
20170512,3083.51,159684096,17510724,0.93,12342,6167.45,0.6,20170512,49.99
20170511,3061.5,191341888,19760406,-3.11,24749,12344.12,1.2,20170511,49.53
20170510,3052.78,160794448,18162414,-1.27,13248,6842.03,0.64,20170510,51.12
20170509,3080.53,135066672,15279591,-0.15,14889,7674.23,0.72,20170509,51.78
20170508,3078.61,180526896,19817168,-1.12,14487,7607.42,0.7,20170508,51.86
20170505,3103.04,176213648,20027390,-0.59,12704,6706.02,0.62,20170505,52.45
20170504,3127.37,177967488,20017084,0.65,26645,14119.62,1.29,20170504,52.76
20170503,3135.35,163763920,19023660,0.48,15180,7959.47,0.74,20170503,52.42
20170502,3143.71,154222960,17638992,0.04,24098,12617.45,1.17,20170502,52.17
20170428,3154.66,162889904,18319576,-0.86,21305,11097.48,1.03,20170428,52.15
20170427,3152.19,211793088,23574832,2.08,24009,12558.93,1.17,20170427,52.6
20170426,3140.85,169878112,19711288,0.37,26781,13961.03,1.3,20170426,51.53
20170425,3134.57,153418304,17412926,-1.33,22067,11437.55,1.07,20170425,51.34
20170424,3129.53,186277440,19784526,2.42,29253,15046.81,1.42,20170424,52.03
20170421,3173.15,164761744,18413144,-2.33,36864,18960.53,1.79,20170421,50.8
20170420,3172.1,190873984,22009824,-8.58,48555,25583.69,2.36,20170420,52.01
20170306,3233.87,156092160,19376918,1.95,19319,10938.34,0.94,20170306,56.89
20170303,3218.31,157082368,19270792,-0.11,11777,6528.57,0.57,20170303,55.8
20170302,3230.03,181215072,22304396,-0.68,9455,5302.82,0.46,20170302,55.86
20170301,3246.93,190677552,22594096,-0.02,14058,7911.41,0.68,20170301,56.24
20170228,3241.73,151244320,18601928,1.17,10182,5725.75,0.49,20170228,56.25
20170227,3228.66,182581056,21139572,-1.37,10649,5951.93,0.52,20170227,55.6
20170224,3253.43,186406352,21383904,0.48,9463,5326.96,0.46,20170224,56.37
20170223,3251.38,209179792,23682258,-0.25,9282,5198.75,0.45,20170223,56.1
20170222,3261.22,207453776,23481532,-0.25,10058,5647.58,0.49,20170222,56.24
20170221,3253.33,211673072,23355118,0.70,11117,6255.46,0.54,20170221,56.38
20170220,3239.96,232152112,25027614,2.25,13950,7817.94,0.68,20170220,55.99
20170217,3202.08,226228176,24857276,-1.71,11691,6445.92,0.57,20170217,54.76
20170216,3229.62,216955952,22658760,0.13,9294,5162.34,0.45,20170216,55.71
20170215,3212.99,241507696,25796524,-1.63,14130,7941.94,0.69,20170215,55.64
20170214,3217.93,188798096,20425382,0.09,8408,4760.38,0.41,20170214,56.56
20170213,3216.84,220191504,23615876,0.11,15400,8722.93,0.75,20170213,56.51
20170210,3196.7,239348928,24577216,1.91,29079,16547.28,1.41,20170210,56.45
20170209,3183.18,191640336,20972316,2.54,17818,9809.23,0.86,20170209,55.39
20170208,3166.98,144920192,17085412,0.61,9423,5053.29,0.46,20170208,54.02
20170207,3153.09,128337440,15255909,-1.03,8324,4487.42,0.4,20170207,53.69
20170206,3156.98,127198280,15006769,0.06,10643,5757.16,0.52,20170206,54.25
20170203,3140.17,92224736,10802366,-0.62,6013,3266.16,0.29,20170203,54.22
20170126,3159.17,113876776,12501320,0.06,6400,3495.78,0.31,20170126,54.56
20170125,3149.55,112073832,12676583,0.55,7041,3838.45,0.34,20170125,54.53
20170124,3142.55,125973880,13455385,0.61,11849,6411.01,0.57,20170124,54.23
20170123,3136.77,132660384,14814573,0.54,15092,8158.06,0.73,20170123,53.9
20170120,3123.14,122366784,14147181,2.29,14823,7904.31,0.72,20170120,53.61
20170119,3101.3,123851416,13928047,-0.32,6867,3596.63,0.33,20170119,52.41
20170118,3113.01,131780128,14454673,-0.32,10296,5404.42,0.5,20170118,52.58
20170117,3108.77,136157856,15475756,0.02,13756,7202.95,0.67,20170117,52.75
20170116,3103.43,257886000,26282604,-6.21,29551,15751.36,1.43,20170116,52.74
20170113,3112.76,156274224,17443854,-1.52,13783,7787.68,0.67,20170113,56.23
20170112,3119.29,148889248,16192230,0.46,8600,4909.09,0.42,20170112,57.1
20170111,3136.75,178362224,18918646,-0.16,10429,5939.62,0.51,20170111,56.84
20170110,3161.67,179759200,19496322,-0.70,9884,5651.73,0.48,20170110,56.93
20170109,3171.24,171714080,19211058,0.05,9683,5554.16,0.47,20170109,57.33
20170106,3154.32,183708960,20729604,-1.00,13472,7754.92,0.65,20170106,57.3
20170105,3165.41,174727632,19969202,-0.33,8040,4657.3,0.39,20170105,57.88
20170104,3158.79,167860848,19591428,0.92,14807,8569.33,0.72,20170104,58.07
20170103,3135.92,141567184,15988715,0.26,12865,7375.89,0.62,20170103,57.54
20161230,3103.64,133267128,15173278,1.45,16918,9722.56,0.82,20161230,57.39
20161229,3096.1,132623288,14991919,-0.55,10933,6226.72,0.53,20161229,56.57
20161228,3102.24,135727088,15432965,-1.10,10040,5741.44,0.49,20161228,56.88
20161227,3114.66,141528928,16219392,-0.81,11163,6443.88,0.54,20161227,57.51
20161226,3122.57,152571888,17055560,0.59,11197,6471.32,0.54,20161226,57.98
20161223,3110.15,166176768,18928118,-1.50,10315,5983.75,0.5,20161223,57.64
20161222,3139.56,167804992,18598156,-0.81,15022,8811.42,0.73,20161222,58.52
20161221,3137.43,186706624,20424782,3.53,31009,18286.65,1.5,20161221,59
20161220,3102.88,157426752,17161188,0.46,12040,6865.21,0.58,20161220,56.99
20161219,3118.08,154169712,17450024,-1.77,15994,9100.13,0.78,20161219,56.73
20161216,3122.98,164988704,18984476,0.91,13008,7479.57,0.63,20161216,57.75
20161215,3117.68,189990624,21286324,0.58,15154,8671.46,0.74,20161215,57.23
20161214,3140.53,201358896,21920616,-0.04,14097,8044.34,0.68,20161214,56.9
20161213,3155.04,185164496,20317546,-2.05,22616,12870.41,1.1,20161213,56.92
20161212,3152.97,274708448,29426014,-5.36,34846,20731.85,1.69,20161212,58.11
20161209,3232.88,204023952,22638714,-0.47,22258,13625.99,1.08,20161209,61.4
20161208,3215.37,170710176,19780206,0.00,12697,7849.97,0.62,20161208,61.69
20161207,3222.24,169072848,18944386,0.47,15485,9525.68,0.75,20161207,61.69
20161206,3199.65,157572688,17717016,-0.65,20612,12682.96,1,20161206,61.4
20161205,3204.71,223010384,23859802,-0.16,17863,11056.95,0.87,20161205,61.8
20161202,3243.84,259567200,28155910,-1.99,33808,21032.12,1.64,20161202,61.9
20161201,3273.31,237759856,26155394,-0.54,30868,19555.46,1.5,20161201,63.16
20161130,3250.03,243576048,26280874,0.87,35425,22316.85,1.72,20161130,63.5
20161129,3282.92,320836288,34814936,0.03,50353,31842.43,2.44,20161129,62.95
20161128,3277,281551264,30046014,1.32,38098,23950.78,1.85,20161128,62.93
20161125,3261.94,233921600,25911704,0.81,31176,19271.08,1.51,20161125,62.11
20161124,3241.74,232324528,26722472,-1.09,21346,13202.9,1.04,20161124,61.61
20161123,3241.14,249959584,27794246,-1.52,34025,21305.34,1.65,20161123,62.29
20161122,3248.35,261631552,29248484,3.20,59972,37593.16,2.91,20161122,63.25
20161121,3218.15,230652848,26317782,-0.13,20427,12541.66,0.99,20161121,61.29
20161118,3192.86,209826624,23535206,-0.84,23352,14363.89,1.13,20161118,61.37
20161117,3208.45,214206240,22677586,-0.94,30465,18829.79,1.48,20161117,61.89
20161116,3205.06,221766976,24485450,1.30,43460,26958.31,2.11,20161116,62.48
20161115,3206.99,240886352,26700388,0.64,22129,13606.28,1.07,20161115,61.68
20161114,3210.37,329608320,34697460,0.81,25335,15548.43,1.23,20161114,61.29
20161111,3196.04,310854560,34377392,-0.78,29167,17687.87,1.42,20161111,60.8
20161110,3171.28,244192608,28599282,1.04,23361,14298.08,1.13,20161110,61.28
20161109,3128.37,241114944,27722940,-2.11,39843,24258.01,1.93,20161109,60.65
20161108,3147.89,190846976,22158512,0.28,21013,13002.22,1.02,20161108,61.96
20161107,3133.33,179418480,21060232,-0.02,17456,10799.01,0.85,20161107,61.79
20161104,3125.32,197683200,23904326,0.47,21949,13606.46,1.07,20161104,61.8
20161103,3128.94,222986256,26582036,0.02,21119,13038.32,1.02,20161103,61.51
20161102,3102.73,182722064,22167654,-1.47,19731,12154.93,0.96,20161102,61.5
20161101,3122.44,160232032,19583160,1.33,23836,14828.79,1.16,20161101,62.42
20161031,3100.49,151506752,17842774,0.10,17363,10685.64,0.84,20161031,61.6
20161028,3104.27,181774128,21259302,-0.74,22498,13893.05,1.09,20161028,61.54
20161027,3112.35,158008784,18223712,-0.67,15728,9756.4,0.76,20161027,62
20161026,3116.31,191663264,21576772,-1.20,19726,12375.83,0.96,20161026,62.42
20161025,3131.94,203380896,22086146,-0.06,15030,9504.2,0.73,20161025,63.18
20161024,3128.25,240522336,25035440,0.75,19884,12540.36,0.96,20161024,63.22
20161021,3090.94,187388064,20195366,-0.79,22751,14287.59,1.1,20161021,62.75
20161020,3084.46,160691360,17767454,-0.24,20081,12697.8,0.97,20161020,63.25
20161019,3084.72,182470144,19748114,-1.31,31301,19933.77,1.52,20161019,63.4
20161018,3083.88,182042464,19603614,0.77,25043,16010.24,1.22,20161018,64.24
20161017,3041.17,163733264,18059408,0.73,40871,26264.24,1.98,20161017,63.75
20161014,3063.81,155373696,16379299,0.24,11278,7121.54,0.55,20161014,63.27
20161013,3061.35,154756720,16633587,-1.30,21024,13365.7,1.02,20161013,63.12
20161012,3058.5,142493568,15998296,0.09,19974,12753.8,0.97,20161012,63.95
20161011,3065.25,167273488,18378766,-0.84,22828,14586.07,1.11,20161011,63.89
20161010,3048.14,160051104,17552180,2.76,40142,25843.77,1.95,20161010,64.43
20160930,3004.7,101333568,11279454,-0.79,19722,12391.86,0.96,20160930,62.7
20160929,2998.48,113213920,12272857,1.85,33932,21371.04,1.65,20160929,63.2
20160928,2987.86,104625696,11643738,-0.05,19481,12122.6,0.95,20160928,62.05
20160927,2998.17,121701448,13337271,2.05,19642,12141.99,0.95,20160927,62.08
20160926,2980.43,144330288,16225724,-1.90,16631,10245.62,0.81,20160926,60.83
20160923,3033.9,125590976,14737773,1.47,24297,15082.1,1.18,20160923,62.01
20160922,3042.31,139309552,15903107,-0.15,16641,10206.33,0.81,20160922,61.11
20160921,3025.87,115721216,13413373,0.07,10166,6236.14,0.49,20160921,61.2
20160920,3023,118924112,13966230,0.36,12341,7538.91,0.6,20160920,61.16
20160919,3026.05,119225024,13316882,0.40,16100,9837.63,0.78,20160919,60.94
20160914,3002.85,133413400,14814898,-0.87,19056,11611.62,0.92,20160914,60.7
20160912,3021.98,206012096,22184656,-5.24,45054,27912.54,2.19,20160912,60.8
20160909,3078.85,160692928,18205624,1.06,46006,29703.14,2.23,20160909,64.16
20160908,3095.95,145883776,16594448,0.41,18997,12087.47,0.92,20160908,63.49
20160907,3091.93,186956752,20716212,0.08,21764,13789.59,1.06,20160907,63.23
20160906,3090.71,172908528,19305774,1.61,25124,15651.76,1.22,20160906,63.18
20160905,3072.1,144963312,16124368,-0.56,19741,12341.19,0.96,20160905,62.18
20160902,3067.35,150446912,17059214,-0.90,22093,13895.53,1.07,20160902,62.53
20160901,3063.31,155191088,17709330,-0.21,18419,11686.33,0.89,20160901,63.1
20160831,3085.49,141368608,16898612,-1.94,31791,20150.43,1.54,20160831,63.23
20160830,3074.68,140434816,16387883,0.05,18086,11656.43,0.88,20160830,64.48
20160829,3070.03,144500016,16639735,1.87,20850,13346.45,1.01,20160829,64.45
20160826,3070.31,149663904,17630950,0.30,16327,10364.91,0.79,20160826,63.27
20160825,3068.33,174032976,20085974,-1.61,29288,18475.86,1.42,20160825,63.08
20160824,3085.88,145707440,16836252,-0.60,22997,14836.71,1.12,20160824,64.11
20160823,3089.71,161368960,17918348,0.02,17247,11144.85,0.84,20160823,64.5
20160822,3084.81,185387936,20763888,-0.89,20603,13416.17,1,20160822,64.49
20160819,3108.1,194347456,21205096,-0.96,25467,16591.92,1.24,20160819,65.07
20160818,3104.11,229359088,25696968,-1.78,35734,23727.14,1.73,20160818,65.7
20160817,3109.55,213839648,24340526,1.01,37362,24847.98,1.81,20160817,66.89
20160816,3110.04,278328928,30854486,-0.75,49482,32892.89,2.4,20160816,66.22
20160815,3125.2,297616512,32799114,3.78,67740,44517.81,3.29,20160815,66.72
20160812,3050.67,168173664,17930490,1.92,33019,20903.92,1.6,20160812,64.29
20160811,3002.64,161879488,17986152,-1.84,32242,20478.4,1.56,20160811,63.08
20160810,3018.75,164675168,18452518,-2.09,39103,25417.81,1.9,20160810,64.26
20160809,3025.68,169995456,18771686,2.74,46743,30301.89,2.27,20160809,65.63
20160808,3004.28,155729840,17208966,1.56,31805,20167.38,1.54,20160808,63.88
20160805,2976.7,141857104,16179598,-2.98,40054,25458.33,1.94,20160805,62.9
20160804,2982.43,133933304,15330797,0.28,44426,28654.85,2.16,20160804,64.83
20160803,2978.46,141141328,15908826,1.83,52018,33186.2,2.52,20160803,64.65
20160802,2971.28,115468904,12926688,0.30,37470,23704.95,1.82,20160802,63.47
20160801,2953.39,147407760,16237268,-5.06,65453,41568.41,3.18,20160801,63.28
20160729,2979.34,150101536,17019856,1.46,56606,37328.4,2.75,20160729,66.65
20160728,2994.32,190564944,21762700,-2.92,77332,51097.57,3.75,20160728,65.58
20160727,2992,280160896,31681138,-2.51,124277,86099.84,6.03,20160727,67.56
20160726,3050.17,156694512,18547446,-0.46,83879,58403.77,4.07,20160726,69.28
20160725,3015.83,144206576,17542200,1.15,100229,68513.2,4.86,20160725,69.6
20160722,3012.82,162010176,19751734,-0.35,147458,102774.42,7.16,20160722,68.81
20160721,3039.01,163767360,20027846,10.00,252609,167900.28,12.26,20160721,69.05
20160720,3027.9,138242816,17147292,3.24,109701,68686.08,5.32,20160720,62.77
20160719,3036.6,155361472,18720672,1.03,25173,15230.51,1.22,20160719,60.8
20160718,3043.56,177496560,20666772,-0.99,28489,17163.57,1.38,20160718,60.18
20160715,3054.3,172866400,20284056,-1.81,49314,30256.76,2.39,20160715,60.78
20160714,3054.02,180194800,20893902,0.16,44452,27365.72,2.16,20160714,61.9
20160713,3060.69,253659376,27935088,1.31,59418,36451.23,2.88,20160713,61.8
20160712,3049.38,259486288,28865676,1.63,42519,25586.64,2.06,20160712,61
20160711,2994.92,224338224,27191650,0.20,44543,26806.81,2.16,20160711,60.02
20160708,2988.09,168986864,20967266,0.13,25781,15447.06,1.25,20160708,59.9
20160707,3016.85,222681664,27019712,-0.93,32787,19633.32,1.59,20160707,59.82
20160706,3017.29,212370928,24649784,-0.33,28598,17344.58,1.39,20160706,60.4
20160705,3006.39,235204448,27041802,-1.08,38376,23328.71,1.86,20160705,60.6
20160704,2988.6,222017120,25315036,1.51,39707,24168.05,1.93,20160704,61.26
20160701,2932.48,141246224,17300620,-0.87,31520,19100.47,1.53,20160701,60.35
20160630,2929.61,154464928,18745980,-1.58,41647,25416.44,2.02,20160630,60.88
