#日期,收盘,成交量(手),成交金额(万),涨跌幅,成交量(手),成交金额(万),换手率,日期,收盘
20120619,2300.79,60135904,5786960.5,-1.38,23540,3211.68,1.14,20120619,13.56
20120618,2316.05,60594620,6030940,1.18,30167,4142.7,1.46,20120618,13.75
20120615,2306.85,68687584,6785591.5,0.82,29370,3952,1.43,20120615,13.59
20120614,2295.95,71633720,6892875,-0.15,48464,6649.72,2.35,20120614,13.48
20120613,2318.92,78454352,7394558,2.04,28521,3822.2,1.38,20120613,13.5
20120612,2289.79,59941980,5529859,-2.58,22691,3029.99,1.1,20120612,13.23
20120611,2305.86,64197964,6017722,2.26,45982,6102.16,2.23,20120611,13.58
20120608,2281.45,67924640,6375591,-4.80,70246,9485.47,3.41,20120608,13.28
20120607,2293.13,60232048,5964640,1.01,108227,15519.32,5.25,20120607,13.95
20120606,2309.55,58532028,5856208,-4.03,88670,12366.04,4.3,20120606,13.81
20120605,2311.92,66078524,6409974,3.60,93899,13272.71,4.56,20120605,14.39
20120604,2308.55,90179352,8690330,-0.71,80693,11364.8,3.92,20120604,13.89
20120601,2373.44,77021920,7707814.5,0.50,60293,8488.13,2.93,20120601,13.99
20120531,2372.23,77890224,7538346.5,3.26,67132,9305.55,3.26,20120531,13.92
20120530,2384.67,89809800,8482840,0.15,23408,3156.85,1.14,20120530,13.48
20120529,2389.64,117157728,11136365,1.66,32328,4352.86,1.57,20120529,13.46
20120528,2361.37,94962104,8673589,-0.68,34766,4511.52,1.69,20120528,13.24
20120525,2333.55,74019248,6802455,-3.27,31918,4314.28,1.55,20120525,13.33
20120524,2350.97,79206808,7684060,3.77,61453,8372.9,2.98,20120524,13.78
20120523,2363.44,84216584,8488666,-1.04,23833,3157.07,1.16,20120523,13.28
20120522,2373.31,76779784,7537452.5,2.05,27967,3746.61,1.36,20120522,13.42
20120521,2348.3,74840344,7005296,0.84,21966,2886.98,1.07,20120521,13.15
20120518,2344.52,89689416,7895644.5,-3.55,40649,5347.67,1.97,20120518,13.04
20120517,2378.89,86870024,8145844,1.50,29178,3919.62,1.42,20120517,13.52
20120516,2346.19,76733832,7418172,-2.56,41981,5648.41,2.04,20120516,13.32
20120515,2374.84,77922920,7733473.5,-1.87,44510,6045.23,2.16,20120515,13.67
20120514,2380.73,90526344,8936434,0.51,62285,8797.93,3.02,20120514,13.93
20120511,2394.98,74863992,7581575.5,-3.95,82523,11712.41,4,20120511,13.86
20120510,2410.23,81698472,8105486,-1.30,92381,13368.65,4.48,20120510,14.43
20120509,2408.59,97902216,9952122,6.79,197746,28964.55,9.6,20120509,14.62
20120508,2448.88,104855544,10496966,-2.49,48190,6641.28,2.34,20120508,13.69
20120507,2451.95,108830104,11139500,0.79,67784,9353.45,3.29,20120507,14.04
20120504,2452.01,102204864,10237830,1.75,68134,9428.88,3.31,20120504,13.93
20120503,2440.08,102248488,10218584,2.24,46683,6354.96,2.27,20120503,13.69
20120502,2438.44,128006008,12397525,0.68,41966,5581.16,2.04,20120502,13.39
20120426,2404.7,115529584,10482323,-3.20,56667,7656.72,2.75,20120426,13.3
20120425,2406.81,130972864,11307008,0.59,80861,11103.03,3.92,20120425,13.74
20120424,2388.83,133722360,11749469,-3.19,100138,13684.94,4.86,20120424,13.66
20120423,2388.59,122907552,10941243,-1.47,82298,11554.57,3.99,20120423,14.11
20120420,2406.86,115522056,10177211,1.99,135724,19302.91,6.59,20120420,14.32
20120419,2378.63,94272416,8996092,0.86,177283,25338.75,8.6,20120419,14.04
20120418,2380.85,108612544,9312304,10.04,88841,11928.02,4.31,20120418,13.92
20120417,2334.99,84688448,7247071.5,-5.74,68572,8908.1,3.33,20120417,12.65
20120416,2357.03,85322680,7375283,0.15,89336,11963.32,4.34,20120416,13.42
20120413,2359.16,98774416,9232143,1.90,111949,15145.23,5.43,20120413,13.4
20120412,2350.86,97687888,8731582,2.33,102036,13396.64,4.95,20120412,13.15
20120411,2308.93,75130072,6751650,-0.70,54239,6984.28,2.63,20120411,12.85
20120410,2305.86,67345528,6313396,1.81,65864,8319.27,3.2,20120410,12.94
20120409,2285.78,59760640,5512972.5,-2.75,75539,9762.24,3.67,20120409,12.71
20120406,2306.55,72136520,6886335.5,2.67,108560,13926.33,5.27,20120406,13.07
20120405,2302.24,80101456,7460234,1.68,83013,10468.58,4.03,20120405,12.73
20120330,2262.79,62024144,5596203,1.87,104363,12906.29,5.06,20120330,12.52
20120329,2252.16,74248088,6801809.5,7.62,105381,12493.81,5.11,20120329,12.29
20120328,2284.88,83645280,7823114,-2.48,47417,5600.53,2.3,20120328,11.42
20120327,2347.18,60881116,6515997,0.95,16454,1926.61,0.8,20120327,11.71
20120326,2350.6,55427732,5405183,-2.27,16224,1895.95,0.79,20120326,11.6
20120323,2349.54,76862144,7413871.5,-1.08,17399,2073.32,0.84,20120323,11.87
20120322,2375.77,79348880,7690087,0.08,20692,2477.97,1,20120322,12
20120321,2378.2,95686536,9494964,0.08,19431,2326.15,0.94,20120321,11.99
20120320,2376.84,97903936,9462092,-1.24,28746,3467.6,1.39,20120320,11.98
20120319,2410.18,102153496,10298166,0.92,24922,2999.23,1.21,20120319,12.13
20120316,2404.74,103675616,10240600,2.47,25018,2972.1,1.21,20120316,12.02
20120315,2373.77,120025496,11226087,-3.38,37566,4454.29,1.82,20120315,11.73
20120314,2391.23,179786032,17073664,-6.47,64053,8073.15,3.11,20120314,12.14
20120313,2455.79,104649704,10257693,3.10,68989,8905.69,3.35,20120313,12.98
20120312,2434.86,106223064,10815811,-0.32,27011,3403.73,1.31,20120312,12.59
20120309,2439.46,100624056,10041148,0.64,33288,4195.57,1.62,20120309,12.63
20120308,2420.28,96782128,9341083,2.45,39470,4930.18,1.92,20120308,12.55
20120307,2394.79,94790632,9173068,-0.49,23891,2937.33,1.16,20120307,12.25
20120306,2410.45,103709008,10067434,-0.57,22859,2804.73,1.11,20120306,12.31
20120305,2445,112693328,10760437,0.00,29255,3639.54,1.42,20120305,12.38
20120302,2460.69,103228376,9645387,1.48,21656,2665,1.05,20120302,12.38
20120301,2426.11,75083288,7106788.5,1.24,24002,2936.29,1.16,20120301,12.2
20120229,2428.49,95536944,9190838,-1.31,25332,3080.28,1.23,20120229,12.05
20120228,2451.86,118361992,10700029,-2.32,38294,4692.49,1.86,20120228,12.21
20120227,2447.06,158073248,14468560,0.81,58080,7298.12,2.82,20120227,12.5
20120224,2439.63,134903248,12155021,0.90,41569,5152.21,2.02,20120224,12.4
20120223,2409.55,112553592,10546968,-1.68,53682,6619.14,2.6,20120223,12.29
20120222,2403.59,118684272,10909224,0.48,62424,7810.34,3.03,20120222,12.5
20120221,2381.43,79348672,7453852.5,1.55,56395,6871.31,2.74,20120221,12.44
20120220,2363.6,88911584,8230695,0.82,94846,11994.14,4.6,20120220,12.25
20120217,2357.18,71924840,6512170,1.93,54875,6615.01,2.66,20120217,12.15
20120216,2356.86,95051168,8375845,0.42,47986,5717,2.33,20120216,11.92
20120215,2366.7,98861024,8763287,2.33,49713,5907.47,2.41,20120215,11.87
20120214,2344.77,73130416,6629493.5,-1.28,30846,3586.36,1.5,20120214,11.6
20120213,2351.85,86263584,7771539,2.62,53526,6234.35,2.6,20120213,11.75
20120210,2351.98,96501616,8222246.5,-0.17,35817,4093.13,1.74,20120210,11.45
20120209,2349.59,98032320,8965870,-0.09,50341,5839.54,2.44,20120209,11.47
20120208,2347.53,87114528,8088569.5,2.87,38642,4393.77,1.88,20120208,11.48
20120207,2291.9,67326904,5809108,-1.93,28765,3235.55,1.4,20120207,11.16
20120206,2331.14,75734480,6730563,-0.61,43467,4959.67,2.11,20120206,11.38
20120203,2330.41,78943696,7024934,-0.43,51151,5846.93,2.48,20120203,11.45
20120202,2312.56,63471872,5768236,5.31,55667,6268.51,2.7,20120202,11.5
20120201,2268.08,53553812,4855497,-0.18,35391,3907.48,1.72,20120201,10.92
20120131,2292.61,48738324,4377752,0.92,20149,2180.02,0.98,20120131,10.94
20120130,2285.04,58413684,5186846,0.46,32411,3564.3,1.57,20120130,10.84
20120120,2319.12,69922752,6290641.5,1.41,17517,1880.21,0.85,20120120,10.79
20120119,2296.07,72498864,6388673.5,0.85,20823,2214.17,1.01,20120119,10.64
20120118,2266.38,89940416,8065523.5,-3.56,35658,3880.09,1.73,20120118,10.55
20120117,2298.38,87803552,7740684.5,7.05,32223,3436,1.56,20120117,10.94
20120116,2206.19,45859524,4288479,-2.67,24700,2565.72,1.2,20120116,10.22
20120113,2244.58,71474328,6403002.5,-7.00,63684,6859.84,3.09,20120113,10.5
20120112,2275.01,71569992,6394588,-0.27,67349,7714.56,3.27,20120112,11.29
20120111,2276.05,84441776,7426470.5,2.17,87832,9908.39,4.26,20120111,11.32
20120110,2285.74,109585416,9104590,3.36,79134,8648.09,3.84,20120110,11.08
20120109,2225.89,76759840,6213296.5,4.69,65107,6856.9,3.16,20120109,10.72
20120106,2163.4,50583056,3946587,-2.94,64304,6416.41,3.12,20120106,10.24
20120105,2148.45,58743444,4660396.5,-9.98,88987,9495.09,4.32,20120105,10.55
20120104,2169.39,49245536,4063291.75,-2.50,74457,8974.79,3.61,20120104,11.72
20111230,2199.42,51943840,4269883.5,-1.48,94481,11408.15,4.58,20111230,12.02
20111229,2173.56,44749200,3598966,3.39,120743,14686.78,5.86,20111229,12.2
20111228,2170.01,49633432,4000734.5,-7.81,123686,14598.74,6,20111228,11.8
20111227,2166.21,45712180,3740000.25,5.18,213026,27540.57,10.34,20111227,12.8
20111226,2190.11,43613664,3640333,10.04,23829,2899.99,1.16,20111226,12.17
20111223,2204.78,52421324,4347878,3.17,17985,1966.58,0.87,20111223,11.06
20111222,2186.3,58986116,4802342,-1.65,26550,2771.73,1.29,20111222,10.72
20111221,2191.15,50877260,4612553,-0.55,21407,2384.5,1.04,20111221,10.9
20111220,2215.93,52761112,4656437,-1.88,13521,1502.01,0.66,20111220,10.96
20111219,2218.24,57818464,4971768,4.59,28395,3076.06,1.38,20111219,11.17
20111216,2224.84,57265904,5056896.5,4.71,23877,2480.41,1.16,20111216,10.68
20111215,2180.9,56712188,4730513,0.10,25902,2690.55,1.26,20111215,10.2
20111214,2228.52,44079820,3862118,-3.69,11176,1164.99,0.54,20111214,10.19
20111213,2248.59,58627476,5159332.5,-7.44,18704,2010.99,0.91,20111213,10.58
20111212,2291.54,39632580,3651606,-0.17,5286,604.33,0.26,20111212,11.43
20111209,2315.27,39988560,3888519.5,-1.55,7708,884.42,0.37,20111209,11.45
20111208,2329.82,51473520,4921949.5,1.31,12128,1398.27,0.59,20111208,11.63
20111207,2332.73,41570308,3976746.5,0.00,6580,755.61,0.32,20111207,11.48
20111206,2325.91,45917076,4262559.5,0.44,7475,853.23,0.36,20111206,11.48
20111205,2333.23,52214968,4864121.5,-1.89,8840,1026.37,0.43,20111205,11.43
20111202,2360.66,59868848,5732015.5,-2.75,11505,1352.28,0.56,20111202,11.65
20111201,2386.86,98650048,9520052,3.01,20562,2470.19,1,20111201,11.98
20111130,2333.41,76611104,7221526.5,-7.18,22607,2697.81,1.1,20111130,11.63
20111129,2412.39,55123188,5706888.5,1.21,10141,1262.63,0.49,20111129,12.53
20111128,2383.03,46064664,4641483,1.48,7602,930.02,0.37,20111128,12.38
20111125,2380.22,45362548,4624620.5,-2.87,12148,1500,0.59,20111125,12.2
20111124,2397.55,52154148,5141110,0.80,17401,2146.98,0.84,20111124,12.56
20111123,2395.06,50547852,5004336,-1.81,11824,1490.98,0.57,20111123,12.46
20111122,2412.62,51443232,5068958.5,0.16,12886,1627.11,0.63,20111122,12.69
20111121,2415.13,50170368,4951111,1.28,13582,1708.49,0.66,20111121,12.67
20111118,2416.56,72180808,7056657,-5.01,22925,2928.23,1.11,20111118,12.51
20111117,2463.05,66414284,6590270.5,0.00,22450,2952.94,1.09,20111117,13.17
20111116,2466.96,93382112,9239696,-1.94,47727,6443.15,2.32,20111116,13.17
20111115,2529.76,79227752,8049734.5,0.60,28688,3832.49,1.39,20111115,13.43
20111114,2528.71,81229816,8252378.5,1.91,27155,3621.5,1.32,20111114,13.35
20111111,2481.08,66137668,6500513.5,-0.98,24096,3184.48,1.17,20111111,13.1
20111110,2479.54,87111088,8546386,-0.23,48768,6520.19,2.37,20111110,13.23
20111109,2524.92,78208576,7814160.5,2.00,31512,4109.6,1.53,20111109,13.26
20111108,2503.84,78672656,7691404,0.54,31995,4200.29,1.55,20111108,13
20111107,2509.8,78867176,7889350.5,-2.78,33129,4342.89,1.61,20111107,12.93
20111104,2528.29,101873672,9998118,-0.23,45292,6040.97,2.2,20111104,13.3
20111103,2508.09,136576320,13630561,0.98,87603,11860.64,4.25,20111103,13.33
20111102,2504.11,105468200,10208276,6.02,75528,9714.43,3.66,20111102,13.2
20111101,2470.02,88892416,8505278,-1.35,25463,3191.05,1.24,20111101,12.45
20111031,2468.25,84172568,8178345,0.16,30157,3778.41,1.46,20111031,12.62
20111028,2473.41,110032720,10418669,0.40,52536,6580.83,2.55,20111028,12.6
20111027,2435.61,82408960,7509856.5,4.67,80376,10217.92,3.9,20111027,12.55
20111019,2377.51,58534636,5317351.5,1.10,13483,1607.68,0.65,20111019,11.99
20111018,2383.49,79525744,6933890.5,-2.55,19895,2410.99,0.97,20111018,11.86
20111017,2440.4,58267684,5770452,0.00,13384,1631.01,0.65,20111017,12.17
20111014,2431.38,60673164,5827606.5,0.25,13435,1630.05,0.65,20111014,12.17
20111013,2438.79,87860104,8219231,3.06,17748,2126.88,0.86,20111013,12.14
20111012,2420,91508576,8443839,3.97,13557,1578.31,0.66,20111012,11.78
20111011,2348.52,63975808,6277351.5,-0.79,8288,956.35,0.4,20111011,11.33
20111010,2344.79,41745304,3992641.25,0.09,8700,991.27,0.42,20111010,11.42
20110930,2359.22,48818372,4610461,0.44,14556,1646.33,0.71,20110930,11.41
20110929,2365.34,59191240,5702145,-7.11,24238,2836.8,1.18,20110929,11.36
20110928,2392.06,55758448,5572088,-3.17,18574,2310.03,0.9,20110928,12.23
20110927,2415.05,55231432,5531510.5,2.10,19467,2443.76,0.94,20110927,12.63
20110926,2393.18,57425044,5891592.5,-1.04,17284,2157.25,0.84,20110926,12.37
20110923,2433.16,67302688,6794719.5,1.79,22381,2743.2,1.09,20110923,12.5
20110922,2443.06,74695408,7489129,-4.44,23170,2908.18,1.12,20110922,12.28
20110921,2512.96,86689280,8818804,2.31,33910,4294.01,1.65,20110921,12.85
20110920,2447.75,46265892,4795637.5,3.12,31634,3950.32,1.54,20110920,12.56
20110919,2437.79,48746824,4859966.5,0.66,22516,2756.08,1.09,20110919,12.18
20110916,2482.34,47986852,4958487,0.33,10132,1230.7,0.49,20110916,12.1
20110915,2479.05,56003688,5586090.5,0.58,11436,1381.06,0.55,20110915,12.06
20110914,2484.83,54065976,5476165,2.39,8611,1015.38,0.42,20110914,11.99
20110913,2471.3,49930920,5185170,-1.26,5497,640.54,0.27,20110913,11.71
20110909,2497.75,51253380,5353516,0.34,5645,670.24,0.27,20110909,11.86
20110908,2498.94,55271952,6004684.5,-0.92,7508,897.59,0.36,20110908,11.82
20110907,2516.09,59665860,6195147,2.40,7816,925.15,0.38,20110907,11.93
20110906,2470.52,49223172,5014033,0.43,6976,810.35,0.34,20110906,11.65
20110905,2478.74,55031064,5640227.5,-3.33,9164,1071.33,0.44,20110905,11.6
20110902,2528.28,54436584,5596902,-2.20,9781,1178.91,0.47,20110902,12
20110901,2556.04,57290928,5988156,0.33,9307,1145.49,0.45,20110901,12.27
20110831,2567.34,59169720,6223626.5,-1.92,12106,1493.13,0.59,20110831,12.23
20110830,2566.59,75910688,7954181.5,-0.08,13625,1721.04,0.66,20110830,12.47
20110829,2576.41,73696096,7840674.5,-1.65,12010,1506.02,0.58,20110829,12.48
20110826,2612.19,77850448,8150334,-0.16,14565,1847.62,0.71,20110826,12.69
20110825,2615.26,104537976,10457030,2.58,18941,2390.61,0.92,20110825,12.71
20110824,2541.09,65462468,7069069.5,-0.48,14694,1837.15,0.71,20110824,12.39
20110823,2554.02,60944196,6321070,2.64,12257,1519.73,0.59,20110823,12.45
20110822,2515.86,61214428,6552454.5,-0.41,12120,1482.46,0.59,20110822,12.13
20110819,2534.36,70606800,7377190,-1.54,15184,1833.74,0.74,20110819,12.18
20110818,2559.47,70989280,7608795,-0.48,16678,2089.04,0.81,20110818,12.37
20110817,2601.26,70109152,7220059.5,-0.32,11526,1436.19,0.56,20110817,12.43
20110816,2608.17,85226856,9024792,-1.03,17315,2190.68,0.84,20110816,12.47
20110815,2626.77,88676840,9099735,0.88,19344,2417.9,0.94,20110815,12.6
20110812,2593.17,97171208,10003476,2.97,37156,4690.37,1.8,20110812,12.49
20110811,2581.51,95597264,10008914,1.42,21885,2610.73,1.06,20110811,12.13
20110810,2549.18,100369344,10403833,2.40,25041,3027.33,1.22,20110810,11.96
20110809,2526.07,103723888,10774508,-2.75,25699,2937.9,1.25,20110809,11.68
20110808,2526.82,110302496,11755055,-8.46,26375,3245,1.28,20110808,12.01
20110805,2626.42,78571832,8777776,-3.17,15687,2054.52,0.76,20110805,13.12
20110804,2684.04,58872112,6933864.5,0.44,9449,1288.94,0.46,20110804,13.63
20110803,2678.49,63981608,7338101,1.04,10979,1487,0.53,20110803,13.57
20110802,2679.26,69993184,7799411.5,-2.04,14363,1921.8,0.7,20110802,13.43
20110801,2703.78,59000708,6607399.5,-0.07,11440,1567.67,0.56,20110801,13.71
20110729,2701.73,75471656,8378476,0.22,13422,1849.95,0.65,20110729,13.72
20110728,2708.78,78474912,9045181,-0.80,11332,1542.3,0.55,20110728,13.69
20110727,2723.49,80407784,9208236,1.02,15035,2061.39,0.73,20110727,13.8
20110726,2703.03,72881456,7948293.5,-0.73,15674,2143.47,0.76,20110726,13.66
20110725,2688.75,111242248,12085644,-5.82,34185,4818.31,1.66,20110725,13.76
20110722,2770.79,70211832,8249834.5,3.91,51895,7560.08,2.52,20110722,14.61
20110721,2765.89,81760584,9576951,-1.95,15053,2132.01,0.73,20110721,14.06
20110720,2794.21,84030616,9967774,0.21,18579,2653.67,0.9,20110720,14.34
20110719,2796.98,92740888,11012039,-1.78,22900,3277.52,1.11,20110719,14.31
20110718,2816.69,108108624,12958132,0.97,49162,7234.84,2.39,20110718,14.57
20110715,2820.17,107470056,12772032,1.26,26260,3779.85,1.27,20110715,14.43
20110714,2810.44,104502080,12564883,1.14,25895,3685.96,1.26,20110714,14.25
20110713,2795.48,91929128,10769596,1.95,19010,2665.7,0.92,20110713,14.09
20110712,2754.58,96674480,11153524,-2.19,17714,2459.36,0.86,20110712,13.82
20110711,2802.69,86063592,10144208,0.07,21334,2996.02,1.04,20110711,14.13
20110708,2797.77,86211608,10276506,0.36,17330,2447.87,0.84,20110708,14.12
20110707,2794.27,116512144,14006511,-0.78,23075,3267.13,1.12,20110707,14.07
20110706,2810.48,103104392,12208888,-0.28,18157,2555.67,0.88,20110706,14.18
20110705,2816.35,110124224,12865452,0.49,20408,2887.97,0.99,20110705,14.22
20110704,2812.82,121962264,14381865,2.46,20654,2902.33,1,20110704,14.15
20110701,2759.36,92072880,10545323,-0.29,13514,1873.92,0.66,20110701,13.81
20110630,2762.08,90967120,10303747,0.29,17250,2383.03,0.84,20110630,13.85
20110628,2759.2,88277456,10404574,0.36,17359,2400.38,0.84,20110628,13.81
20110627,2758.23,101601016,11616911,0.51,19527,2682.47,0.95,20110627,13.76
20110624,2746.21,125773632,14264618,2.55,25364,3463.84,1.23,20110624,13.69
20110623,2688.25,73772688,8245484.5,1.52,15698,2085.68,0.76,20110623,13.35
20110622,2649.32,58313800,6461459.5,-0.68,9665,1274.9,0.47,20110622,13.15
20110621,2646.48,64821872,7328799,1.92,11488,1511.37,0.56,20110621,13.24
20110620,2621.25,60059864,6521074.5,-0.76,14009,1813.42,0.68,20110620,12.99
20110617,2642.82,64442636,7438955.5,-0.91,15305,2045.1,0.74,20110617,13.09
20110616,2664.28,70927872,7658447,-4.21,16982,2290,0.82,20110616,13.21
20110615,2705.43,74856944,8543329,-0.58,11529,1596.51,0.56,20110615,13.79
20110614,2730.04,83097512,9520269,1.39,13147,1819.1,0.64,20110614,13.87
20110613,2700.38,63069460,7316850.5,-0.80,10217,1389.51,0.5,20110613,13.68
20110610,2705.14,73400296,8317062.5,-1.92,27733,3793,1.35,20110610,13.79
20110609,2703.34,83469264,9512811,-2.43,28152,4037.18,1.37,20110609,14.06
20110608,2750.29,74294664,8750387,-0.89,33374,4741.6,1.62,20110608,14.41
20110607,2744.3,65021292,7914438,0.28,19737,2863.02,0.96,20110607,14.54
20110603,2728.02,67983944,7827370,2.98,28454,4063.57,1.38,20110603,14.5
20110602,2705.18,86021160,9427893,0.07,21848,3064.67,1.06,20110602,14.08
20110601,2743.57,68555496,7762494.5,1.30,20535,2881.33,1,20110601,14.07
20110531,2743.47,67900384,7779711.5,2.66,17080,2346.29,0.83,20110531,13.89
20110530,2706.36,65174388,7111681,-3.29,19961,2738.73,0.97,20110530,13.53
20110527,2709.95,82521056,9190156,-2.17,20702,2961.92,1,20110527,13.99
20110526,2736.53,78741312,9259493,-1.17,18637,2698.52,0.9,20110526,14.3
20110525,2741.74,74406536,8623639,0.14,16292,2366.8,0.79,20110525,14.47
20110524,2767.06,74852896,8884217,-2.30,24068,3485.25,1.17,20110524,14.45
20110523,2774.57,98622048,11143841,-4.58,27809,4244.23,1.35,20110523,14.79
20110520,2858.46,70743784,8400322,-0.70,16610,2578.57,0.81,20110520,15.5
20110519,2859.57,76994536,9120506,-2.44,27997,4418.87,1.36,20110519,15.61
20110518,2872.77,76826976,9032833,1.72,39128,6218.49,1.9,20110518,16
20110517,2852.77,94819848,10979883,0.70,34103,5305.08,1.65,20110517,15.73
20110516,2849.07,84648256,9578625,1.63,37270,5857.39,1.81,20110516,15.62
20110513,2871.03,93238816,10390598,1.79,19920,3027.15,0.97,20110513,15.37
20110512,2844.08,100240960,11420449,-3.39,29788,4572.74,1.45,20110512,15.1
20110511,2883.42,92477120,10710638,0.97,39425,6170.42,1.91,20110511,15.63
20110510,2890.63,81297176,9605671,-0.32,17297,2665.72,0.84,20110510,15.48
20110509,2872.46,81576160,9400638,1.44,21151,3256.79,1.03,20110509,15.53
20110506,2863.89,91063912,10518101,-0.52,24577,3740.36,1.19,20110506,15.31
20110505,2872.4,91084432,9881224,2.12,27736,4267.08,1.35,20110505,15.39
20110504,2866.02,111481128,12535570,-3.27,22140,3366.9,1.07,20110504,15.07
20110503,2932.19,96402720,10270898,1.96,22167,3438.5,1.08,20110503,15.58
20110429,2911.51,87534256,9322153,1.66,16638,2519.11,0.81,20110429,15.28
20110428,2887.04,105230880,11579014,-1.96,25323,3876.29,1.23,20110428,15.03
20110427,2925.41,105492480,11484113,-0.33,23593,3632.71,1.14,20110427,15.33
20110426,2938.98,95154824,11245114,-2.66,31350,4870.9,1.52,20110426,15.38
20110425,2964.95,117316616,14050437,-6.06,50236,8086.12,2.44,20110425,15.8
20110422,3010.52,118525616,13740693,-2.55,42044,7187.22,2.04,20110422,16.82
20110421,3026.67,121510664,14738702,0.58,54115,9389.44,2.63,20110421,17.26
20110420,3007.04,119741656,14379758,2.08,49023,8385.89,2.38,20110420,17.16
20110419,2999.04,141896400,16612788,0.48,37204,6222.74,1.81,20110419,16.81
20110418,3057.33,137488736,16081220,0.18,26242,4362.6,1.27,20110418,16.73
20110415,3050.53,128530984,14868383,-2.34,43197,7248.93,2.1,20110415,16.7
20110414,3042.64,129487104,14864767,0.88,35919,6132.45,1.74,20110414,17.1
20110413,3050.4,128202656,14737854,-1.63,45878,7732.4,2.23,20110413,16.95
20110412,3021.37,145990544,16560248,-1.26,75445,13354.5,3.66,20110412,17.23
20110411,3022.75,147189568,18275128,0.40,69176,12125.91,3.36,20110411,17.45
20110408,3030.02,114337792,14712204,0.29,68430,11956.16,3.32,20110408,17.38
20110407,3007.91,124734584,15294172,-1.31,73028,12672.57,3.54,20110407,17.33
20110406,3001.36,141650624,17648780,8.40,94912,16148.07,4.61,20110406,17.56
20110401,2967.41,99844096,12571920,1.95,29541,4741.82,1.43,20110401,16.2
20110331,2928.11,108935608,13440818,-0.75,32726,5264.45,1.59,20110331,15.89
20110330,2955.77,126493552,15254718,-0.19,29767,4788.88,1.44,20110330,16.01
20110329,2958.08,168543248,19960076,-5.37,73767,12110.66,3.58,20110329,16.04
20110328,2984,156016880,19633510,0.77,48041,8140.9,2.33,20110328,16.95
20110325,2977.81,136396368,17113688,0.24,34366,5786.25,1.67,20110325,16.82
20110324,2946.71,108955976,13726600,-0.06,34244,5772.07,1.66,20110324,16.78
20110323,2948.48,112603472,13831853,1.02,35037,5865.83,1.7,20110323,16.79
20110322,2919.14,95117456,12019061,-0.18,31299,5184.83,1.52,20110322,16.62
20110321,2909.14,96760280,12240513,0.30,31434,5265.88,1.53,20110321,16.65
20110318,2906.89,100637336,12748719,0.55,37402,6238.03,1.81,20110318,16.6
20110317,2897.3,137797824,17058582,-5.01,78652,13301.31,3.82,20110317,16.51
20110316,2930.8,130777240,16581191,-1.36,101043,17416.25,4.9,20110316,17.38
20110315,2896.26,154951952,18764602,-2.11,149586,26872.79,7.26,20110315,17.62
20110314,2937.63,116910624,15252600,2.51,101287,17896.46,4.91,20110314,18
20110311,2933.8,115994480,15265266,0.63,127821,22529.49,6.2,20110311,17.56
20110310,2957.14,123799888,16646613,-0.34,98733,17338.26,4.79,20110310,17.45
20110309,3002.15,124790736,16531777,0.34,99197,17353.51,4.81,20110309,17.51
20110308,2999.94,126681152,16865678,2.47,110332,18954.73,5.35,20110308,17.45
20110307,2996.21,160105888,20791076,0.29,74356,12638.88,3.61,20110307,17.03
20110304,2942.31,118277240,14449122,1.19,60384,10289.66,2.93,20110304,16.98
20110303,2902.98,150488880,17769688,-5.14,93890,16065.94,4.56,20110303,16.78
20110302,2913.81,133442264,16543929,2.67,123759,21630.84,6.01,20110302,17.69
20110301,2918.92,136555056,17222892,-2.16,105130,18226.37,5.1,20110301,17.23
20110228,2905.05,118705768,14833707,2.15,155540,27239.2,7.55,20110228,17.61
20110225,2878.56,100094032,12424694,2.25,134049,23126.96,6.5,20110225,17.24
20110224,2878.6,109772584,13732171,-2.03,114288,19290.3,5.55,20110224,16.86
20110223,2862.63,111083056,13763122,2.44,187897,32389.94,9.12,20110223,17.21
20110222,2855.52,153004624,19178156,-1.75,150999,25321.82,7.33,20110222,16.8
20110221,2932.25,118855888,14622307,1.91,171657,29121.4,8.33,20110221,17.1
20110218,2899.79,113775464,14202677,-6.67,215001,36890.2,10.43,20110218,16.78
20110217,2926.96,130415496,16904762,-0.11,172727,30896.83,8.38,20110217,17.98
20110216,2923.9,127805696,16006765,-1.10,197604,35239.67,9.59,20110216,18
20110215,2899.24,152449888,18733386,0.94,263474,47900.49,12.79,20110215,18.2
20110214,2899.13,154242976,17979762,4.16,332679,60167.36,16.14,20110214,18.03
20110210,2818.16,97919768,11714864,9.97,99917,17118.23,4.85,20110210,17.31
20110209,2774.06,87257784,10483925,9.99,41167,6479.68,2,20110209,15.74
20110201,2798.96,73350096,9009397,2.73,46498,6689.34,2.26,20110201,14.31
20110131,2790.69,91502816,10684149,0.22,36401,5054.57,1.77,20110131,13.93
20110128,2752.75,85427992,9848028,-1.07,38059,5314.22,1.85,20110128,13.9
20110127,2749.15,105569168,11524705,0.57,67384,9473.95,3.27,20110127,14.05
20110126,2708.81,60750900,6729541.5,10.00,57418,7816.97,2.79,20110126,13.97
20110125,2677.43,69481408,7557824.5,-0.78,13847,1771.14,0.67,20110125,12.7
20110124,2695.72,87920800,9619110,0.63,17918,2300.53,0.87,20110124,12.8
20110121,2715.29,95639040,10284343,1.11,16755,2127.07,0.81,20110121,12.72
20110120,2677.65,86047192,9585032,-5.77,22631,2923.65,1.1,20110120,12.58
